scene	numLines
I.1	0
I.2	1
I.3	0
I.4	0
I.5	0
II.1	0
II.2	0
III.1	0
III.2	0
III.3	0
III.4	0
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	0
IV.6	0
IV.7	0
V.1	0
V.2	0
